ABARTH,500,2009,F,324
ABARTH,500,2010,F,226
ABARTH,500,2011,F,1
ABARTH,500,2008,P,2
ABARTH,500,2009,P,1825
ABARTH,500,2010,P,1093
ABARTH,500,2011,P,17
ABARTH,GRANDE,2008,F,63
ABARTH,GRANDE,2009,F,64
ABARTH,GRANDE,2010,F,7
ABARTH,GRANDE,2008,P,252
ABARTH,GRANDE,2009,P,423
ABARTH,GRANDE,2010,P,36
ABARTH,PUNTO,2010,F,6
ABARTH,PUNTO,2011,F,1
ABARTH,PUNTO,2010,P,72
ABARTH,PUNTO,2011,P,4
ABARTH,UNCLASSIFIED,1952,P,1
ABARTH,UNCLASSIFIED,1962,P,3
ABARTH,UNCLASSIFIED,1970,P,1
ABARTH,UNCLASSIFIED,2009,P,2
ABARTH,UNCLASSIFIED,2010,P,1
AC,UNCLASSIFIED,1935,F,1
AC,UNCLASSIFIED,1937,F,1
AC,UNCLASSIFIED,1951,F,4
AC,UNCLASSIFIED,1952,F,3
AC,UNCLASSIFIED,1955,F,7
AC,UNCLASSIFIED,1957,F,3
AC,UNCLASSIFIED,1958,F,5
AC,UNCLASSIFIED,1959,F,3
AC,UNCLASSIFIED,1961,F,1
AC,UNCLASSIFIED,1962,F,5
AC,UNCLASSIFIED,1963,F,2
AC,UNCLASSIFIED,1965,F,3
AC,UNCLASSIFIED,1966,F,1
AC,UNCLASSIFIED,1967,F,2
AC,UNCLASSIFIED,1968,F,1
AC,UNCLASSIFIED,1969,F,1
AC,UNCLASSIFIED,1971,F,1
AC,UNCLASSIFIED,1989,F,1
AC,UNCLASSIFIED,1990,F,1
AC,UNCLASSIFIED,1991,F,1
AC,UNCLASSIFIED,1993,F,1
AC,UNCLASSIFIED,1994,F,2
AC,UNCLASSIFIED,1995,F,3
AC,UNCLASSIFIED,1996,F,4
AC,UNCLASSIFIED,1997,F,5
AC,UNCLASSIFIED,1998,F,6
AC,UNCLASSIFIED,1999,F,1
AC,UNCLASSIFIED,2000,F,2
AC,UNCLASSIFIED,2001,F,6
AC,UNCLASSIFIED,2004,F,1
AC,UNCLASSIFIED,2006,F,3
AC,UNCLASSIFIED,2007,F,4
AC,UNCLASSIFIED,2009,F,1
AC,UNCLASSIFIED,2010,F,1
AC,UNCLASSIFIED,1910,P,4
AC,UNCLASSIFIED,1913,P,3
AC,UNCLASSIFIED,1924,P,1
AC,UNCLASSIFIED,1925,P,4
AC,UNCLASSIFIED,1927,P,6
AC,UNCLASSIFIED,1935,P,8
AC,UNCLASSIFIED,1936,P,28
AC,UNCLASSIFIED,1937,P,23
AC,UNCLASSIFIED,1949,P,7
AC,UNCLASSIFIED,1950,P,1
AC,UNCLASSIFIED,1951,P,20
AC,UNCLASSIFIED,1952,P,12
AC,UNCLASSIFIED,1953,P,9
AC,UNCLASSIFIED,1955,P,44
AC,UNCLASSIFIED,1956,P,20
AC,UNCLASSIFIED,1957,P,39
AC,UNCLASSIFIED,1958,P,40
AC,UNCLASSIFIED,1959,P,31
AC,UNCLASSIFIED,1960,P,21
AC,UNCLASSIFIED,1961,P,23
AC,UNCLASSIFIED,1962,P,44
AC,UNCLASSIFIED,1963,P,35
AC,UNCLASSIFIED,1964,P,33
AC,UNCLASSIFIED,1965,P,33
AC,UNCLASSIFIED,1966,P,60
AC,UNCLASSIFIED,1967,P,9
AC,UNCLASSIFIED,1968,P,27
AC,UNCLASSIFIED,1969,P,18
AC,UNCLASSIFIED,1971,P,16
AC,UNCLASSIFIED,1972,P,19
AC,UNCLASSIFIED,1979,P,7
AC,UNCLASSIFIED,1983,P,5
AC,UNCLASSIFIED,1985,P,1
AC,UNCLASSIFIED,1986,P,2
AC,UNCLASSIFIED,1987,P,8
AC,UNCLASSIFIED,1988,P,3
AC,UNCLASSIFIED,1989,P,9
AC,UNCLASSIFIED,1990,P,6
AC,UNCLASSIFIED,1991,P,11
AC,UNCLASSIFIED,1993,P,5
AC,UNCLASSIFIED,1994,P,21
AC,UNCLASSIFIED,1995,P,17
AC,UNCLASSIFIED,1996,P,11
AC,UNCLASSIFIED,1997,P,17
AC,UNCLASSIFIED,1998,P,16
AC,UNCLASSIFIED,1999,P,14
AC,UNCLASSIFIED,2000,P,33
AC,UNCLASSIFIED,2001,P,20
AC,UNCLASSIFIED,2002,P,6
AC,UNCLASSIFIED,2003,P,12
AC,UNCLASSIFIED,2004,P,12
AC,UNCLASSIFIED,2006,P,3
AC,UNCLASSIFIED,2007,P,7
AC,UNCLASSIFIED,2009,P,1
ACCESS,QUADZILLA,2005,F,4
ACCESS,QUADZILLA,2006,F,3
ACCESS,QUADZILLA,2005,P,8
ACCESS,QUADZILLA,2006,P,2
ACCESS,UNCLASSIFIED,2005,F,4
ACCESS,UNCLASSIFIED,2007,F,15
ACCESS,UNCLASSIFIED,2008,F,30
ACCESS,UNCLASSIFIED,2009,F,16
ACCESS,UNCLASSIFIED,2010,F,27
ACCESS,UNCLASSIFIED,1971,P,2
ACCESS,UNCLASSIFIED,2005,P,5
ACCESS,UNCLASSIFIED,2007,P,85
ACCESS,UNCLASSIFIED,2008,P,184
ACCESS,UNCLASSIFIED,2009,P,96
ACCESS,UNCLASSIFIED,2010,P,101
ACCESS,UNCLASSIFIED,2011,P,2
ACCESS,UNCLASSIFIED,2013,P,1
AC (ELECTRIC),UNCLASSIFIED,1926,F,1
AC (ELECTRIC),UNCLASSIFIED,1937,F,1
AC (ELECTRIC),UNCLASSIFIED,1938,F,4
AC (ELECTRIC),UNCLASSIFIED,1948,F,2
AC (ELECTRIC),UNCLASSIFIED,1949,F,2
AC (ELECTRIC),UNCLASSIFIED,1951,F,6
AC (ELECTRIC),UNCLASSIFIED,1952,F,2
AC (ELECTRIC),UNCLASSIFIED,1953,F,3
AC (ELECTRIC),UNCLASSIFIED,1954,F,4
AC (ELECTRIC),UNCLASSIFIED,1955,F,1
AC (ELECTRIC),UNCLASSIFIED,1957,F,6
AC (ELECTRIC),UNCLASSIFIED,1958,F,2
AC (ELECTRIC),UNCLASSIFIED,1960,F,6
AC (ELECTRIC),UNCLASSIFIED,1961,F,2
AC (ELECTRIC),UNCLASSIFIED,1962,F,7
AC (ELECTRIC),UNCLASSIFIED,1963,F,1
AC (ELECTRIC),UNCLASSIFIED,1964,F,3
AC (ELECTRIC),UNCLASSIFIED,1970,F,3
AC (ELECTRIC),UNCLASSIFIED,1971,F,10
AC (ELECTRIC),UNCLASSIFIED,1973,F,1
AC (ELECTRIC),UNCLASSIFIED,1976,F,2
AC (ELECTRIC),UNCLASSIFIED,1979,F,1
AC (ELECTRIC),UNCLASSIFIED,1981,F,1
AC (ELECTRIC),UNCLASSIFIED,1982,F,2
AC (ELECTRIC),UNCLASSIFIED,1983,F,3
AC (ELECTRIC),UNCLASSIFIED,1984,F,1
AC (ELECTRIC),UNCLASSIFIED,1985,F,11
AC (ELECTRIC),UNCLASSIFIED,1986,F,3
AC (ELECTRIC),UNCLASSIFIED,1987,F,1
AC (ELECTRIC),UNCLASSIFIED,1988,F,3
AC (ELECTRIC),UNCLASSIFIED,1989,F,1
AC (ELECTRIC),UNCLASSIFIED,1990,F,4
AC (ELECTRIC),UNCLASSIFIED,1991,F,3
AC (ELECTRIC),UNCLASSIFIED,1993,F,1
AC (ELECTRIC),UNCLASSIFIED,1904,P,4
AC (ELECTRIC),UNCLASSIFIED,1920,P,1
AC (ELECTRIC),UNCLASSIFIED,1924,P,7
AC (ELECTRIC),UNCLASSIFIED,1925,P,5
AC (ELECTRIC),UNCLASSIFIED,1926,P,9
AC (ELECTRIC),UNCLASSIFIED,1927,P,4
AC (ELECTRIC),UNCLASSIFIED,1929,P,7
AC (ELECTRIC),UNCLASSIFIED,1932,P,3
AC (ELECTRIC),UNCLASSIFIED,1933,P,1
AC (ELECTRIC),UNCLASSIFIED,1934,P,6
AC (ELECTRIC),UNCLASSIFIED,1935,P,7
AC (ELECTRIC),UNCLASSIFIED,1936,P,12
AC (ELECTRIC),UNCLASSIFIED,1937,P,12
AC (ELECTRIC),UNCLASSIFIED,1938,P,21
AC (ELECTRIC),UNCLASSIFIED,1939,P,5
AC (ELECTRIC),UNCLASSIFIED,1948,P,5
AC (ELECTRIC),UNCLASSIFIED,1949,P,6
AC (ELECTRIC),UNCLASSIFIED,1950,P,10
AC (ELECTRIC),UNCLASSIFIED,1951,P,16
AC (ELECTRIC),UNCLASSIFIED,1952,P,4
AC (ELECTRIC),UNCLASSIFIED,1953,P,6
AC (ELECTRIC),UNCLASSIFIED,1954,P,24
AC (ELECTRIC),UNCLASSIFIED,1955,P,14
AC (ELECTRIC),UNCLASSIFIED,1956,P,9
AC (ELECTRIC),UNCLASSIFIED,1957,P,30
AC (ELECTRIC),UNCLASSIFIED,1958,P,22
AC (ELECTRIC),UNCLASSIFIED,1959,P,1
AC (ELECTRIC),UNCLASSIFIED,1960,P,53
AC (ELECTRIC),UNCLASSIFIED,1961,P,21
AC (ELECTRIC),UNCLASSIFIED,1962,P,53
AC (ELECTRIC),UNCLASSIFIED,1963,P,28
AC (ELECTRIC),UNCLASSIFIED,1964,P,44
AC (ELECTRIC),UNCLASSIFIED,1965,P,8
AC (ELECTRIC),UNCLASSIFIED,1966,P,12
AC (ELECTRIC),UNCLASSIFIED,1967,P,1
AC (ELECTRIC),UNCLASSIFIED,1968,P,3
AC (ELECTRIC),UNCLASSIFIED,1970,P,7
AC (ELECTRIC),UNCLASSIFIED,1971,P,49
AC (ELECTRIC),UNCLASSIFIED,1972,P,8
AC (ELECTRIC),UNCLASSIFIED,1973,P,7
AC (ELECTRIC),UNCLASSIFIED,1976,P,5
AC (ELECTRIC),UNCLASSIFIED,1979,P,13
AC (ELECTRIC),UNCLASSIFIED,1981,P,6
AC (ELECTRIC),UNCLASSIFIED,1982,P,7
AC (ELECTRIC),UNCLASSIFIED,1983,P,9
AC (ELECTRIC),UNCLASSIFIED,1984,P,17
AC (ELECTRIC),UNCLASSIFIED,1985,P,31
AC (ELECTRIC),UNCLASSIFIED,1986,P,26
AC (ELECTRIC),UNCLASSIFIED,1987,P,13
AC (ELECTRIC),UNCLASSIFIED,1988,P,15
AC (ELECTRIC),UNCLASSIFIED,1989,P,9
AC (ELECTRIC),UNCLASSIFIED,1990,P,26
AC (ELECTRIC),UNCLASSIFIED,1991,P,18
AC (ELECTRIC),UNCLASSIFIED,1992,P,4
AC (ELECTRIC),UNCLASSIFIED,1993,P,15
ACURA,CL,1997,F,1
ACURA,CL,2001,F,1
ACURA,CL,2003,F,4
ACURA,CL,1997,P,1
ACURA,CL,2001,P,1
ACURA,CL,2003,P,4
ACURA,MDX,2005,F,1
ACURA,MDX,2000,P,5
ACURA,MDX,2005,P,2
ACURA,RL,1971,F,1
ACURA,RL,1971,P,1
ACURA,TL,2004,P,2
ACURA,UNCLASSIFIED,1990,F,4
ACURA,UNCLASSIFIED,1992,F,6
ACURA,UNCLASSIFIED,1993,F,3
ACURA,UNCLASSIFIED,1994,F,8
ACURA,UNCLASSIFIED,1995,F,2
ACURA,UNCLASSIFIED,1996,F,1
ACURA,UNCLASSIFIED,1997,F,8
ACURA,UNCLASSIFIED,1998,F,1
ACURA,UNCLASSIFIED,1999,F,2
ACURA,UNCLASSIFIED,2000,F,8
ACURA,UNCLASSIFIED,2001,F,10
ACURA,UNCLASSIFIED,2002,F,8
ACURA,UNCLASSIFIED,2003,F,10
ACURA,UNCLASSIFIED,2004,F,5
ACURA,UNCLASSIFIED,2005,F,5
ACURA,UNCLASSIFIED,2006,F,8
ACURA,UNCLASSIFIED,2007,F,1
ACURA,UNCLASSIFIED,2008,F,3
ACURA,UNCLASSIFIED,2010,F,1
ACURA,UNCLASSIFIED,1971,P,2
ACURA,UNCLASSIFIED,1990,P,4
ACURA,UNCLASSIFIED,1991,P,1
ACURA,UNCLASSIFIED,1992,P,10
ACURA,UNCLASSIFIED,1993,P,5
ACURA,UNCLASSIFIED,1994,P,6
ACURA,UNCLASSIFIED,1995,P,2
ACURA,UNCLASSIFIED,1996,P,4
ACURA,UNCLASSIFIED,1997,P,16
ACURA,UNCLASSIFIED,1998,P,7
ACURA,UNCLASSIFIED,1999,P,7
ACURA,UNCLASSIFIED,2000,P,27
ACURA,UNCLASSIFIED,2001,P,38
ACURA,UNCLASSIFIED,2002,P,38
ACURA,UNCLASSIFIED,2003,P,51
ACURA,UNCLASSIFIED,2004,P,25
ACURA,UNCLASSIFIED,2005,P,44
ACURA,UNCLASSIFIED,2006,P,49
ACURA,UNCLASSIFIED,2007,P,14
ACURA,UNCLASSIFIED,2008,P,21
ACURA,UNCLASSIFIED,2009,P,7
ACURA,UNCLASSIFIED,2010,P,11
ACURA,UNCLASSIFIED,2011,P,1
ACURA,UNCLASSIFIED,2012,P,3
ADLY,AIRTECH,2009,P,1
ADLY,AIRTECH,2010,P,1
ADLY,ATV-280,2008,P,3
ADLY,ATV-300,2008,F,5
ADLY,ATV-300,2009,F,1
ADLY,ATV-300,2010,F,1
ADLY,ATV-300,2008,P,9
ADLY,ATV-300,2009,P,5
ADLY,ATV-300,2010,P,1
ADLY,ATV-320,2007,F,2
ADLY,ATV-320,2008,F,4
ADLY,ATV-320,2009,F,1
ADLY,ATV-320,2007,P,6
ADLY,ATV-320,2008,P,5
ADLY,ATV-320,2009,P,2
ADLY,ATV-500,2008,F,1
ADLY,ATV-500,2008,P,3
ADLY,CAT,1998,F,1
ADLY,CAT,2002,F,3
ADLY,CAT,1998,P,2
ADLY,CAT,1999,P,4
ADLY,CAT,2000,P,5
ADLY,CAT,2001,P,4
ADLY,CAT,2002,P,7
ADLY,CITYBIRD,1999,F,4
ADLY,CITYBIRD,2000,F,3
ADLY,CITYBIRD,2002,F,2
ADLY,CITYBIRD,2003,F,1
ADLY,CITYBIRD,2004,F,1
ADLY,CITYBIRD,1999,P,22
ADLY,CITYBIRD,2000,P,11
ADLY,CITYBIRD,2001,P,9
ADLY,CITYBIRD,2002,P,9
ADLY,CITYBIRD,2003,P,7
ADLY,CITYBIRD,2004,P,6
ADLY,FOX,1999,F,6
ADLY,FOX,2000,F,1
ADLY,FOX,2001,F,15
ADLY,FOX,2002,F,6
ADLY,FOX,2003,F,6
ADLY,FOX,1999,P,37
ADLY,FOX,2000,P,17
ADLY,FOX,2001,P,53
ADLY,FOX,2002,P,24
ADLY,FOX,2003,P,38
ADLY,JET,1998,F,1
ADLY,JET,1999,F,7
ADLY,JET,2000,F,1
ADLY,JET,2001,F,7
ADLY,JET,2003,F,3
ADLY,JET,1998,P,6
ADLY,JET,1999,P,17
ADLY,JET,2000,P,12
ADLY,JET,2001,P,22
ADLY,JET,2002,P,12
ADLY,JET,2003,P,10
ADLY,JET,2006,P,1
ADLY,NOBLE,2009,F,3
ADLY,NOBLE,2009,P,2
ADLY,PANTHER,2008,F,2
ADLY,PANTHER,2008,P,7
ADLY,PISTA,1998,F,1
ADLY,PISTA,2001,F,1
ADLY,PISTA,2003,F,1
ADLY,PISTA,1998,P,5
ADLY,PISTA,1999,P,2
ADLY,PISTA,2001,P,1
ADLY,PISTA,2003,P,1
ADLY,QUADZILLA,2005,F,2
ADLY,QUADZILLA,2006,F,20
ADLY,QUADZILLA,2007,F,6
ADLY,QUADZILLA,2008,F,1
ADLY,QUADZILLA,2005,P,10
ADLY,QUADZILLA,2006,P,115
ADLY,QUADZILLA,2007,P,27
ADLY,QUADZILLA,2008,P,3
ADLY,RT,2006,F,2
ADLY,RT,2006,P,3
ADLY,RT-50,2006,P,1
ADLY,SF,2008,P,8
ADLY,SF,2009,P,1
ADLY,SF,2010,P,5
ADLY,SS100,2002,F,7
ADLY,SS100,2003,F,12
ADLY,SS100,2004,F,3
ADLY,SS100,2001,P,1
ADLY,SS100,2002,P,15
ADLY,SS100,2003,P,35
ADLY,SS100,2004,P,9
ADLY,SS100,,P,1
ADLY,SS125D,1999,F,1
ADLY,SS125D,2000,F,5
ADLY,SS125D,2001,F,3
ADLY,SS125D,2002,F,9
ADLY,SS125D,2003,F,13
ADLY,SS125D,2004,F,4
ADLY,SS125D,2005,F,1
ADLY,SS125D,2008,F,2
ADLY,SS125D,1999,P,4
ADLY,SS125D,2000,P,5
ADLY,SS125D,2001,P,14
ADLY,SS125D,2002,P,26
ADLY,SS125D,2003,P,47
ADLY,SS125D,2004,P,14
ADLY,SS125D,2005,P,4
ADLY,SS125D,2008,P,2
ADLY,SS125D,2009,P,1
ADLY,SUPERSONIC,2002,F,1
ADLY,SUPERSONIC,2008,F,1
ADLY,SUPERSONIC,2000,P,5
ADLY,SUPERSONIC,2002,P,1
ADLY,SUPERSONIC,2005,P,1
ADLY,SUPERSONIC,2006,P,4
ADLY,SUPERSONIC,2008,P,5
ADLY,TB,1999,F,18
ADLY,TB,2000,F,13
ADLY,TB,2001,F,16
ADLY,TB,2002,F,50
ADLY,TB,2003,F,39
ADLY,TB,2004,F,13
ADLY,TB,2005,F,5
ADLY,TB,2006,F,3
ADLY,TB,2009,F,1
ADLY,TB,1971,P,2
ADLY,TB,1998,P,4
ADLY,TB,1999,P,29
ADLY,TB,2000,P,30
ADLY,TB,2001,P,41
ADLY,TB,2002,P,161
ADLY,TB,2003,P,109
ADLY,TB,2004,P,32
ADLY,TB,2005,P,34
ADLY,TB,2006,P,5
ADLY,TB,2008,P,4
ADLY,TB,2009,P,2
ADLY,TB,2010,P,2
ADLY,UNCLASSIFIED,1998,F,3
ADLY,UNCLASSIFIED,2000,F,7
ADLY,UNCLASSIFIED,2001,F,4
ADLY,UNCLASSIFIED,2002,F,85
ADLY,UNCLASSIFIED,2003,F,126
ADLY,UNCLASSIFIED,2004,F,11
ADLY,UNCLASSIFIED,2005,F,6
ADLY,UNCLASSIFIED,2006,F,4
ADLY,UNCLASSIFIED,1998,P,5
ADLY,UNCLASSIFIED,1999,P,1
ADLY,UNCLASSIFIED,2000,P,29
ADLY,UNCLASSIFIED,2001,P,9
ADLY,UNCLASSIFIED,2002,P,273
ADLY,UNCLASSIFIED,2003,P,423
ADLY,UNCLASSIFIED,2004,P,72
ADLY,UNCLASSIFIED,2005,P,13
ADLY,UNCLASSIFIED,2006,P,13
ADLY,UNCLASSIFIED,2007,P,2
ADLY,UNCLASSIFIED,2009,P,1
ADLY,UNCLASSIFIED,2011,P,2
AEON,ARGON,2004,F,3
AEON,ARGON,2001,P,3
AEON,ARGON,2003,P,3
AEON,ARGON,2004,P,8
AEON,COBRA,2004,F,16
AEON,COBRA,2005,F,8
AEON,COBRA,2006,F,2
AEON,COBRA,2007,F,1
AEON,COBRA,2004,P,87
AEON,COBRA,2005,P,23
AEON,COBRA,2006,P,3
AEON,COBRA,2007,P,1
AEON,GOES,2005,F,4
AEON,GOES,2006,F,3
AEON,GOES,2007,F,3
AEON,GOES,2005,P,19
AEON,GOES,2006,P,6
AEON,GOES,2007,P,7
AEON,OVERLAND,2006,F,2
AEON,OVERLAND,2004,P,5
AEON,OVERLAND,2006,P,1
AEON,PULSAR,2000,P,2
AEON,TORCH,2006,P,1
AEON,UNCLASSIFIED,1992,F,6
AEON,UNCLASSIFIED,1993,F,1
AEON,UNCLASSIFIED,1994,F,1
AEON,UNCLASSIFIED,1996,F,2
AEON,UNCLASSIFIED,2003,F,13
AEON,UNCLASSIFIED,2004,F,7
AEON,UNCLASSIFIED,2005,F,2
AEON,UNCLASSIFIED,2006,F,2
AEON,UNCLASSIFIED,1992,P,8
AEON,UNCLASSIFIED,1993,P,5
AEON,UNCLASSIFIED,1994,P,4
AEON,UNCLASSIFIED,1996,P,6
AEON,UNCLASSIFIED,2003,P,38
AEON,UNCLASSIFIED,2004,P,18
AEON,UNCLASSIFIED,2005,P,9
AEON,UNCLASSIFIED,2006,P,12
AEON,UNCLASSIFIED,2007,P,8
AEON,UNCLASSIFIED,2008,P,2
AEON,UNCLASSIFIED,2009,P,2
AEON,UNCLASSIFIED,2010,P,1
AIE,QUADZILLA,2005,F,4
AIE,QUADZILLA,2006,F,14
AIE,QUADZILLA,2007,F,3
AIE,QUADZILLA,2004,P,1
AIE,QUADZILLA,2005,P,6
AIE,QUADZILLA,2006,P,32
AIE,QUADZILLA,2007,P,11
AIE,UNCLASSIFIED,2005,F,4
AIE,UNCLASSIFIED,2007,F,1
AIE,UNCLASSIFIED,2005,P,15
AIE,UNCLASSIFIED,2007,P,4
AIXAM,400,2001,F,4
AIXAM,400,2001,P,8
AIXAM,500,1999,F,9
AIXAM,500,2000,F,47
AIXAM,500,2001,F,154
AIXAM,500,2002,F,148
AIXAM,500,2003,F,101
AIXAM,500,2004,F,71
AIXAM,500,2005,F,67
AIXAM,500,1999,P,27
AIXAM,500,2000,P,100
AIXAM,500,2001,P,382
AIXAM,500,2002,P,378
AIXAM,500,2003,P,294
AIXAM,500,2004,P,228
AIXAM,500,2005,P,159
AIXAM,500,,P,2
AIXAM,500.5,2002,F,3
AIXAM,500.5,2003,F,17
